PerformanceID,StudentID,SubjectID,ClassID,Year,Term,Score
790,81,4,1,2021,Second,66.03
791,215,1,1,2023,First,94.72
792,31,9,1,2024,Second,66.87
793,137,12,2,2022,Second,70.87
794,311,16,3,2023,Second,52.2
795,385,2,3,2022,Third,20.08
796,286,11,1,2020,Second,84.62
797,319,13,1,2023,First,57.33
798,55,6,2,2023,Third,35.87
799,250,16,3,2022,First,41.05
800,327,4,2,2022,First,11.89
801,88,11,3,2023,Second,89.24
802,356,3,1,2024,Third,51.45
803,88,15,1,2023,First,40.36
804,218,1,2,2023,Third,44.29
805,198,3,2,2021,Second,40.15
806,77,2,2,2022,Third,92.1
807,305,9,1,2024,Third,55.78
808,124,2,2,2023,First,39.24
809,362,7,2,2024,Third,23.26
810,311,14,2,2020,Second,91.6
811,200,1,3,2021,First,98.34
812,74,1,2,2024,First,72.56
813,167,2,1,2024,Third,35.15
814,125,4,3,2023,Third,64.13
815,301,13,2,2024,Second,24.14
816,367,3,1,2021,First,65.29
817,23,16,3,2024,Second,72.19
818,338,4,1,2021,Third,43.19
819,248,3,2,2021,Third,94.57
820,91,11,2,2022,Third,94.53
821,25,16,1,2023,Second,71.17
822,371,10,3,2022,Second,74.69
823,379,1,3,2023,Second,81.04
824,390,11,2,2024,Third,17.81
825,48,8,1,2024,Third,1.3
826,190,9,1,2021,First,29.35
827,41,4,2,2024,First,11.23
828,191,2,3,2020,Third,27.94
829,368,3,2,2020,First,31.51
830,98,14,1,2023,Second,55.76
831,237,6,3,2024,Third,48.97
832,235,1,2,2024,Second,72.31
833,378,5,3,2023,First,70.48
834,98,14,3,2021,First,35.93
835,207,3,3,2024,First,13.73
836,27,5,1,2020,First,33.17
837,25,14,3,2024,Second,19.85
838,327,2,2,2024,Second,58.58
839,356,8,1,2020,Third,11.13
840,90,4,2,2021,First,18.95
841,91,11,2,2021,Second,6.29
842,241,7,3,2024,Second,5.18
843,182,13,1,2021,First,98.17
844,102,16,2,2022,Second,79.98
845,349,3,1,2020,Third,24.88
846,186,11,2,2021,Third,89.33
847,308,3,1,2020,First,11.4
848,387,16,1,2022,Third,1.01
849,129,4,3,2022,Second,28.99
850,366,6,2,2020,Third,41.31
851,116,9,2,2021,Third,68.99
852,273,10,3,2020,Third,23.77
853,351,13,1,2020,Second,88.86
854,346,9,1,2021,Third,53.67
855,82,16,3,2020,Second,31.32
856,322,4,3,2021,Second,13.17
857,133,12,3,2021,Third,52.81
858,291,11,2,2020,Third,91.75
859,321,14,2,2020,Third,84.76
860,359,6,2,2023,Second,54.42
861,256,8,1,2024,Third,47.92
862,328,9,2,2020,Third,91.17
863,67,10,2,2022,Third,76.63
864,222,6,1,2024,Third,99.85
865,267,5,2,2024,First,90.54
866,258,13,3,2021,Third,22.91
867,330,15,1,2022,Second,41.52
868,360,13,3,2023,Second,74.23
869,71,3,3,2024,First,63.01
870,13,10,3,2024,First,46.27
871,72,2,3,2022,Second,17.1
872,63,1,1,2022,Third,9.99
873,392,11,2,2023,First,5.29
874,324,14,3,2024,First,5.7
875,175,6,3,2023,Third,67.27
876,187,7,2,2020,First,2.4
877,22,6,2,2024,First,59.57
878,27,2,1,2023,Third,32.36
879,27,14,1,2020,Third,45.13
880,86,4,2,2021,Third,79.93
881,19,14,1,2024,Second,59.16
882,219,10,3,2024,Second,67.64
883,283,6,1,2021,First,47.8
884,7,15,2,2020,Third,84.42
885,163,14,1,2023,First,46.87
886,264,13,1,2022,First,63.8
887,212,9,3,2024,Third,29.52
888,27,2,1,2023,First,38.43
889,19,14,2,2021,First,62.65
890,67,14,1,2022,Third,70.93
891,22,7,1,2024,First,35.35
892,58,7,3,2022,Third,10.59
893,111,8,3,2020,Third,25.91
894,105,1,3,2021,Second,18.61
895,37,3,3,2022,Second,64.82
896,164,6,2,2022,Second,41.48
897,117,8,2,2021,First,3.41
898,161,16,2,2023,Third,87.94
899,166,9,1,2022,Third,82.42
900,70,9,3,2021,Third,5.26
901,25,9,3,2023,Second,64.31
902,108,2,3,2022,Second,22.78
903,113,6,3,2024,Second,97.81
904,118,12,1,2020,First,77.61
905,175,9,2,2021,First,67.65
906,359,2,2,2021,Second,19.47
907,39,9,2,2020,Second,88.22
908,334,4,3,2022,Third,47.28
909,71,6,1,2020,Second,28.61
910,328,3,3,2023,Second,32.18
911,4,2,2,2020,Third,61.45
912,109,7,3,2022,First,12.93
913,268,11,2,2023,First,30.6
914,69,14,3,2024,Second,81.17
915,347,3,1,2023,First,44.15
916,18,3,1,2022,Third,83.29
917,163,15,3,2024,Second,80.1
918,229,14,1,2022,First,99.73
919,267,15,1,2022,Third,15.01
920,42,11,1,2020,First,56.21
921,22,7,3,2022,Second,47.32
922,249,3,2,2024,First,16.13
923,269,3,2,2024,Third,81.35
924,102,9,3,2023,First,44.15
925,316,11,3,2020,First,12.21
926,141,10,1,2024,Second,49.16
927,122,6,3,2024,Second,86.67
928,98,12,1,2021,First,9.83
929,239,9,2,2022,First,32.26
930,223,15,3,2022,Third,31.4
931,158,16,3,2021,Third,58.66
932,203,13,1,2020,Third,7.72
933,270,16,2,2021,Second,8.13
934,185,12,3,2021,Second,65.15
935,387,11,1,2022,First,64.59
936,335,13,1,2021,Third,0.89
937,347,2,3,2020,First,80.7
938,390,12,1,2022,Third,47.91
939,149,12,3,2020,Second,37.4
940,12,12,3,2020,Second,40.87
941,273,2,1,2021,First,7.47
942,149,14,3,2021,Second,65.59
943,298,7,3,2022,First,19.9
944,158,7,3,2024,First,10.21
945,249,4,3,2021,Third,74.91
946,93,16,3,2020,Second,91.17
947,304,8,2,2023,Second,57.57
948,181,12,2,2024,First,97.48
949,395,15,3,2024,Second,59.73
950,32,15,3,2023,First,52.19
951,169,14,2,2021,First,0.91
952,209,6,2,2021,First,34.58
953,45,1,3,2024,Third,22.11
954,338,9,3,2022,First,11.67
955,204,3,2,2023,Third,64.09
956,187,16,1,2022,First,11.98
957,386,16,3,2020,First,9.93
958,270,2,2,2024,Third,30.85
959,213,5,2,2021,First,95.45
960,33,7,3,2023,Third,78.94
961,101,1,3,2021,Third,70.74
962,172,7,1,2024,Third,31.54
963,336,3,2,2024,Second,60.55
964,134,14,3,2024,Third,78.43
965,324,2,3,2023,First,20.68
966,71,3,3,2020,First,76.7
967,17,5,1,2024,First,60.57
968,209,7,3,2023,First,37.89
969,214,1,3,2022,First,47.35
970,204,1,1,2020,Third,15.06
971,348,16,2,2023,Second,48.84
972,248,4,1,2021,Third,45.2
973,273,7,1,2022,First,11.46
974,10,15,2,2023,Second,15.57
975,168,5,3,2024,First,82.65
976,32,1,2,2022,Third,60.96
977,329,14,2,2023,Third,68.43
978,333,15,2,2020,Third,45.13
979,11,8,3,2021,Third,3.79
980,134,9,2,2024,Third,71.08
981,298,10,3,2021,Second,93.88
982,157,13,3,2024,First,78.01
983,58,13,1,2021,Second,15.21
984,227,14,2,2024,First,66.05
985,310,7,1,2024,First,82.52
986,233,15,1,2021,Third,7.07
987,281,7,1,2023,Third,20.01
988,1,6,1,2023,Second,83.05
989,80,14,3,2021,First,34.62
990,190,14,3,2021,Third,85.31
991,203,4,3,2024,Second,0.65
992,153,6,2,2021,Second,36.05
993,55,12,1,2024,Second,17.85
994,49,16,2,2022,Second,95.41
995,201,2,3,2021,First,12.1
996,113,5,3,2021,Second,32.86
997,239,6,2,2024,First,51.48
998,189,10,2,2021,Second,10.75
999,84,3,3,2022,First,67.95
1000,234,6,1,2023,Second,68.66
